x,numerical,analytical,error
4.11332,6.17851,6.22196,0.043452
4.11961,6.17465,6.22361,0.0489633
4.1259,6.1696,6.22474,0.0551409
4.13218,6.16321,6.22526,0.0620574
4.13847,6.1553,6.22509,0.0697909
4.14476,6.14569,6.22411,0.0784253
4.15105,6.13415,6.2222,0.0880496
4.15734,6.12043,6.21919,0.0987578
4.16363,6.10429,6.21493,0.110647
4.16992,6.08541,6.20923,0.123818
4.17621,6.06347,6.20185,0.138371
4.1825,6.03814,6.19254,0.154402
4.18879,6.00901,6.18101,0.172004
4.19508,5.97569,6.16694,0.191258
4.20137,5.93773,6.14996,0.212229
4.20766,5.89469,6.12965,0.23496
4.21395,5.84609,6.10555,0.259463
4.22024,5.79144,6.07715,0.285711
4.22653,5.73027,6.04389,0.313624
4.23282,5.6621,6.00517,0.343065
4.23911,5.58651,5.96033,0.373823
4.2454,5.5031,5.9087,0.405602
4.25168,5.41156,5.84958,0.438018
4.25797,5.31168,5.78227,0.470587
4.26426,5.20335,5.70607,0.502726
4.27055,5.08661,5.62037,0.533758
4.27684,4.9617,5.52462,0.562926
4.28313,4.82901,5.41842,0.589414
4.28942,4.68915,5.30153,0.612381
4.29571,4.54293,5.17393,0.631002
4.302,4.39138,5.0359,0.644517
4.30829,4.23568,4.88796,0.652284
4.31458,4.07718,4.73102,0.653831
4.32087,3.91735,4.56625,0.648901
4.32716,3.75769,4.39518,0.637481
4.33345,3.59974,4.21956,0.619817
4.33974,3.44497,4.04137,0.596402
4.34603,3.29474,3.86269,0.56795
4.35232,3.15028,3.68563,0.535348
4.35861,3.01263,3.51222,0.499593
4.3649,2.88261,3.34433,0.461727
4.37118,2.76082,3.1836,0.422778
4.37747,2.64767,3.03137,0.383698
4.38376,2.54334,2.88866,0.345324
4.39005,2.44784,2.75619,0.308353
4.39634,2.361,2.63433,0.273326
4.40263,2.28257,2.5232,0.240632
4.40892,2.21214,2.42265,0.210517
4.41521,2.14926,2.33237,0.183104
4.4215,2.09344,2.25185,0.158409
4.42779,2.04413,2.1805,0.13637
4.43408,2.00081,2.11768,0.116865
4.44037,1.96294,2.06267,0.0997292
4.44666,1.93,2.01478,0.0847744
4.45295,1.90151,1.97331,0.0717998
4.45924,1.87699,1.9376,0.0606026
4.46553,1.85604,1.90702,0.0509852
4.47182,1.83824,1.881,0.0427603
4.47811,1.82324,1.85899,0.0357536
4.4844,1.81072,1.84053,0.0298061
4.49068,1.80038,1.82516,0.0247744
4.49697,1.79197,1.8125,0.0205306
4.50326,1.78524,1.80221,0.0169617
4.50955,1.78,1.79397,0.0139689
4.51584,1.77605,1.78751,0.0114657
4.52213,1.77323,1.78261,0.0093778
4.52842,1.77141,1.77905,0.00764074
4.53471,1.77045,1.77665,0.00619945
4.541,1.77025,1.77525,0.00500681
4.54729,1.7707,1.77472,0.00402273
4.55358,1.77172,1.77494,0.00321315
4.55987,1.77325,1.7758,0.00254923
4.56616,1.77521,1.77722,0.00200665
4.57245,1.77755,1.77911,0.00156487
4.57874,1.78021,1.78142,0.00120666
4.58503,1.78316,1.78408,0.000917559
4.59132,1.78636,1.78705,0.000685453
4.59761,1.78978,1.79028,0.000500229
4.6039,1.79338,1.79374,0.000353452
4.61019,1.79715,1.79739,0.000238103
4.61647,1.80106,1.8012,0.000148357
4.62276,1.80509,1.80517,7.9385e-05
4.62905,1.80922,1.80925,2.71957e-05
4.63534,1.81345,1.81344,1.15021e-05
4.64163,1.81776,1.81772,3.9416e-05
4.64792,1.82214,1.82208,5.87669e-05
4.65421,1.82658,1.82651,7.13712e-05
4.6605,1.83107,1.831,7.87093e-05
4.66679,1.83561,1.83553,8.19835e-05
4.67308,1.84019,1.84011,8.21661e-05
4.67937,1.8448,1.84472,8.00397e-05
4.68566,1.84945,1.84937,7.62308e-05
4.69195,1.85411,1.85404,7.12379e-05
4.69824,1.85881,1.85874,6.54546e-05
4.70453,1.86352,1.86346,5.91889e-05
4.71082,1.86824,1.86819,5.26796e-05
4.71711,1.87298,1.87294,4.61091e-05
4.7234,1.87774,1.8777,3.96143e-05
4.72969,1.88251,1.88247,3.3296e-05
4.73597,1.88728,1.88725,2.72259e-05
4.74226,1.89206,1.89204,2.14528e-05
4.74855,1.89686,1.89684,1.60074e-05
4.75484,1.90165,1.90164,1.09065e-05
4.76113,1.90645,1.90645,6.15622e-06
4.76742,1.91126,1.91126,1.75441e-06
4.77371,1.91607,1.91608,2.30699e-06
4.78,1.92089,1.92089,6.04038e-06
4.78629,1.92571,1.92572,9.46117e-06
4.79258,1.93053,1.93054,1.25867e-05
4.79887,1.93535,1.93537,1.54354e-05
4.80516,1.94018,1.94019,1.80262e-05
4.81145,1.945,1.94502,2.03781e-05
4.81774,1.94983,1.94985,2.25096e-05
4.82403,1.95466,1.95469,2.44388e-05
4.83032,1.95949,1.95952,2.61829e-05
4.83661,1.96432,1.96435,2.77581e-05
4.8429,1.96916,1.96919,2.91798e-05
4.84919,1.97399,1.97402,3.04623e-05
4.85547,1.97882,1.97886,3.16187e-05
4.86176,1.98366,1.98369,3.26614e-05
4.86805,1.98849,1.98853,3.36016e-05
4.87434,1.99333,1.99336,3.44496e-05
4.88063,1.99817,1.9982,3.52148e-05
4.88692,2.003,2.00304,3.59058e-05
4.89321,2.00784,2.00787,3.65304e-05
4.8995,2.01267,2.01271,3.70955e-05
4.90579,2.01751,2.01755,3.76077e-05
4.91208,2.02235,2.02239,3.80725e-05
4.91837,2.02719,2.02722,3.84952e-05
4.92466,2.03202,2.03206,3.88803e-05
4.93095,2.03686,2.0369,3.92322e-05
4.93724,2.0417,2.04174,3.95544e-05
4.94353,2.04654,2.04658,3.98503e-05
4.94982,2.05137,2.05141,4.01229e-05
4.95611,2.05621,2.05625,4.03748e-05
4.9624,2.06105,2.06109,4.06085e-05
4.96869,2.06589,2.06593,4.0826e-05
4.97497,2.07073,2.07077,4.10291e-05
4.98126,2.07556,2.07561,4.12196e-05
4.98755,2.0804,2.08044,4.1399e-05
4.99384,2.08524,2.08528,4.15685e-05
5.00013,2.09008,2.09012,4.17293e-05
5.00642,2.09492,2.09496,4.18824e-05
5.01271,2.09976,2.0998,4.20287e-05
5.019,2.10459,2.10464,4.21692e-05
5.02529,2.10943,2.10947,4.23043e-05
5.03158,2.11427,2.11431,4.24349e-05
5.03787,2.11911,2.11915,4.25614e-05
5.04416,2.12395,2.12399,4.26844e-05
5.05045,2.12878,2.12883,4.28042e-05
5.05674,2.13362,2.13367,4.29213e-05
5.06303,2.13846,2.1385,4.3036e-05
5.06932,2.1433,2.14334,4.31485e-05
5.07561,2.14814,2.14818,4.32592e-05
5.0819,2.15298,2.15302,4.33683e-05
5.08819,2.15781,2.15786,4.34759e-05
5.09447,2.16265,2.1627,4.35823e-05
5.10076,2.16749,2.16754,4.36875e-05
5.10705,2.17233,2.17237,4.37918e-05
5.11334,2.17717,2.17721,4.38953e-05
5.11963,2.18201,2.18205,4.3998e-05
5.12592,2.18684,2.18689,4.41001e-05
5.13221,2.19168,2.19173,4.42016e-05
5.1385,2.19652,2.19657,4.43027e-05
5.14479,2.20136,2.2014,4.44033e-05
5.15108,2.2062,2.20624,4.45035e-05
5.15737,2.21104,2.21108,4.46034e-05
5.16366,2.21587,2.21592,4.4703e-05
5.16995,2.22071,2.22076,4.48023e-05
5.17624,2.22555,2.2256,4.49015e-05
5.18253,2.23039,2.23043,4.50004e-05
5.18882,2.23523,2.23527,4.50992e-05
5.19511,2.24007,2.24011,4.51978e-05
5.2014,2.2449,2.24495,4.52963e-05
5.20769,2.24974,2.24979,4.53947e-05
5.21397,2.25458,2.25463,4.5493e-05
5.22026,2.25942,2.25947,4.55912e-05
5.22655,2.26426,2.2643,4.56893e-05
5.23284,2.2691,2.26914,4.57874e-05
5.23913,2.27393,2.27398,4.58854e-05
5.24542,2.27877,2.27882,4.59833e-05
5.25171,2.28361,2.28366,4.60813e-05
5.258,2.28845,2.2885,4.61792e-05
5.26429,2.29329,2.29333,4.6277e-05
5.27058,2.29813,2.29817,4.63748e-05
5.27687,2.30296,2.30301,4.64726e-05
5.28316,2.3078,2.30785,4.65704e-05
5.28945,2.31264,2.31269,4.66682e-05
5.29574,2.31748,2.31753,4.67659e-05
5.30203,2.32232,2.32236,4.68636e-05
5.30832,2.32716,2.3272,4.69614e-05
5.31461,2.33199,2.33204,4.70591e-05
5.3209,2.33683,2.33688,4.71568e-05
5.32719,2.34167,2.34172,4.72544e-05
5.33347,2.34651,2.34656,4.73521e-05
5.33976,2.35135,2.3514,4.74498e-05
5.34605,2.35619,2.35623,4.75475e-05
5.35234,2.36102,2.36107,4.76451e-05
5.35863,2.36586,2.36591,4.77428e-05
5.36492,2.3707,2.37075,4.78405e-05
5.37121,2.37554,2.37559,4.79381e-05
5.3775,2.38038,2.38043,4.80358e-05
5.38379,2.38522,2.38526,4.81334e-05
5.39008,2.39005,2.3901,4.82311e-05
5.39637,2.39489,2.39494,4.83287e-05
5.40266,2.39973,2.39978,4.84264e-05
5.40895,2.40457,2.40462,4.8524e-05
5.41524,2.40941,2.40946,4.86217e-05
5.42153,2.41425,2.41429,4.87193e-05
5.42782,2.41908,2.41913,4.88169e-05
5.43411,2.42392,2.42397,4.89146e-05
5.4404,2.42876,2.42881,4.90122e-05
5.44669,2.4336,2.43365,4.91099e-05
5.45297,2.43844,2.43849,4.92075e-05
5.45926,2.44328,2.44333,4.93052e-05
5.46555,2.44811,2.44816,4.94028e-05
5.47184,2.45295,2.453,4.95004e-05
5.47813,2.45779,2.45784,4.95981e-05
5.48442,2.46263,2.46268,4.96957e-05
5.49071,2.46747,2.46752,4.97933e-05
5.497,2.47231,2.47236,4.9891e-05
5.50329,2.47714,2.47719,4.99886e-05
5.50958,2.48198,2.48203,5.00863e-05
5.51587,2.48682,2.48687,5.01839e-05
5.52216,2.49166,2.49171,5.02815e-05
5.52845,2.4965,2.49655,5.03792e-05
5.53474,2.50134,2.50139,5.04768e-05
5.54103,2.50617,2.50623,5.05745e-05
5.54732,2.51101,2.51106,5.06721e-05
5.55361,2.51585,2.5159,5.07697e-05
5.5599,2.52069,2.52074,5.08674e-05
5.56619,2.52553,2.52558,5.0965e-05
5.57247,2.53037,2.53042,5.10626e-05
5.57876,2.5352,2.53526,5.11603e-05
5.58505,2.54004,2.54009,5.12579e-05
5.59134,2.54488,2.54493,5.13556e-05
5.59763,2.54972,2.54977,5.14532e-05
5.60392,2.55456,2.55461,5.15508e-05
5.61021,2.5594,2.55945,5.16485e-05
5.6165,2.56423,2.56429,5.17461e-05
5.62279,2.56907,2.56912,5.18437e-05
5.62908,2.57391,2.57396,5.19414e-05
5.63537,2.57875,2.5788,5.2039e-05
5.64166,2.58359,2.58364,5.21367e-05
5.64795,2.58843,2.58848,5.22343e-05
5.65424,2.59326,2.59332,5.23319e-05
5.66053,2.5981,2.59816,5.24296e-05
5.66682,2.60294,2.60299,5.25272e-05
5.67311,2.60778,2.60783,5.26248e-05
5.6794,2.61262,2.61267,5.27225e-05
5.68569,2.61746,2.61751,5.28201e-05
5.69197,2.62229,2.62235,5.29178e-05
5.69826,2.62713,2.62719,5.30154e-05
5.70455,2.63197,2.63202,5.3113e-05
5.71084,2.63681,2.63686,5.32107e-05
5.71713,2.64165,2.6417,5.33083e-05
5.72342,2.64649,2.64654,5.34059e-05
5.72971,2.65132,2.65138,5.35036e-05
5.736,2.65616,2.65622,5.36012e-05
5.74229,2.661,2.66105,5.36989e-05
5.74858,2.66584,2.66589,5.37965e-05
5.75487,2.67068,2.67073,5.38941e-05
5.76116,2.67552,2.67557,5.39918e-05
5.76745,2.68035,2.68041,5.40894e-05
5.77374,2.68519,2.68525,5.4187e-05
5.78003,2.69003,2.69009,5.42847e-05
5.78632,2.69487,2.69492,5.43823e-05
5.79261,2.69971,2.69976,5.448e-05
5.7989,2.70455,2.7046,5.45776e-05
5.80519,2.70938,2.70944,5.46752e-05
5.81147,2.71422,2.71428,5.47729e-05
5.81776,2.71906,2.71912,5.48705e-05
5.82405,2.7239,2.72395,5.49682e-05
5.83034,2.72874,2.72879,5.50658e-05
5.83663,2.73358,2.73363,5.51634e-05
5.84292,2.73841,2.73847,5.52611e-05
5.84921,2.74325,2.74331,5.53587e-05
5.8555,2.74809,2.74815,5.54564e-05
5.86179,2.75293,2.75298,5.5554e-05
5.86808,2.75777,2.75782,5.56517e-05
5.87437,2.76261,2.76266,5.57493e-05
5.88066,2.76744,2.7675,5.5847e-05
5.88695,2.77228,2.77234,5.59446e-05
5.89324,2.77712,2.77718,5.60423e-05
5.89953,2.78196,2.78202,5.61399e-05
5.90582,2.7868,2.78685,5.62376e-05
5.91211,2.79164,2.79169,5.63352e-05
5.9184,2.79647,2.79653,5.64329e-05
5.92469,2.80131,2.80137,5.65306e-05
5.93097,2.80615,2.80621,5.66282e-05
5.93726,2.81099,2.81105,5.67259e-05
5.94355,2.81583,2.81588,5.68236e-05
5.94984,2.82067,2.82072,5.69213e-05
5.95613,2.8255,2.82556,5.70189e-05
5.96242,2.83034,2.8304,5.71166e-05
5.96871,2.83518,2.83524,5.72143e-05
5.975,2.84002,2.84008,5.7312e-05
5.98129,2.84486,2.84492,5.74097e-05
5.98758,2.8497,2.84975,5.75075e-05
5.99387,2.85453,2.85459,5.76052e-05
6.00016,2.85937,2.85943,5.77029e-05
6.00645,2.86421,2.86427,5.78007e-05
6.01274,2.86905,2.86911,5.78985e-05
6.01903,2.87389,2.87395,5.79962e-05
6.02532,2.87873,2.87878,5.8094e-05
6.03161,2.88356,2.88362,5.81919e-05
6.0379,2.8884,2.88846,5.82897e-05
6.04419,2.89324,2.8933,5.83875e-05
6.05047,2.89808,2.89814,5.84854e-05
6.05676,2.90292,2.90298,5.85833e-05
6.06305,2.90776,2.90781,5.86813e-05
6.06934,2.91259,2.91265,5.87793e-05
6.07563,2.91743,2.91749,5.88773e-05
6.08192,2.92227,2.92233,5.89753e-05
6.08821,2.92711,2.92717,5.90734e-05
6.0945,2.93195,2.93201,5.91716e-05
6.10079,2.93679,2.93685,5.92698e-05
6.10708,2.94162,2.94168,5.9368e-05
6.11337,2.94646,2.94652,5.94664e-05
6.11966,2.9513,2.95136,5.95648e-05
6.12595,2.95614,2.9562,5.96632e-05
6.13224,2.96098,2.96104,5.97618e-05
6.13853,2.96582,2.96588,5.98605e-05
6.14482,2.97065,2.97071,5.99593e-05
6.15111,2.97549,2.97555,6.00582e-05
6.1574,2.98033,2.98039,6.01572e-05
6.16369,2.98517,2.98523,6.02564e-05
6.16997,2.99001,2.99007,6.03557e-05
6.17626,2.99485,2.99491,6.04552e-05
6.18255,2.99968,2.99974,6.05549e-05
6.18884,3.00452,3.00458,6.06547e-05
6.19513,3.00936,3.00942,6.07549e-05
6.20142,3.0142,3.01426,6.08552e-05
6.20771,3.01904,3.0191,6.09558e-05
6.214,3.02388,3.02394,6.10568e-05
6.22029,3.02871,3.02878,6.1158e-05
6.22658,3.03355,3.03361,6.12596e-05
6.23287,3.03839,3.03845,6.13616e-05
6.23916,3.04323,3.04329,6.1464e-05
6.24545,3.04807,3.04813,6.15668e-05
6.25174,3.05291,3.05297,6.16702e-05
6.25803,3.05774,3.05781,6.1774e-05
6.26432,3.06258,3.06264,6.18785e-05
6.27061,3.06742,3.06748,6.19836e-05
6.2769,3.07226,3.07232,6.20895e-05
6.28319,3.0771,3.07716,6.2196e-05
