0	0	0	-0.312033
0.010101	0.000426813	0.000427881	-0.251148
0.020202	0.00298704	0.00299238	-0.189251
0.030303	0.0108752	0.0108885	-0.126592
0.040404	0.0276222	0.0276443	-0.0634239
0.0505051	0.0553885	0.055416	4.35984e-017
0.0606061	0.0940633	0.0940906	0.0634239
0.0707071	0.141636	0.141658	0.126592
0.0808081	0.195263	0.195278	0.189251
0.0909091	0.252244	0.252253	0.251148
0.10101	0.310509	0.310512	0.312033
0.111111	0.368673	0.368672	0.371662
0.121212	0.425874	0.425871	0.429795
0.131313	0.481578	0.481574	0.486197
0.141414	0.535426	0.535421	0.540641
0.151515	0.587148	0.587143	0.592908
0.161616	0.636516	0.63651	0.642788
0.171717	0.683323	0.683317	0.690079
0.181818	0.727381	0.727374	0.734592
0.191919	0.768509	0.768502	0.776146
0.20202	0.806543	0.806535	0.814576
0.212121	0.84133	0.841322	0.849725
0.222222	0.872728	0.87272	0.881453
0.232323	0.900613	0.900604	0.909632
0.242424	0.924871	0.924862	0.934148
0.252525	0.945405	0.945396	0.954902
0.262626	0.962132	0.962123	0.971812
0.272727	0.974985	0.974976	0.984808
0.282828	0.983912	0.983903	0.993838
0.292929	0.988878	0.988868	0.998867
0.30303	0.989861	0.989851	0.999874
0.313131	0.986858	0.986848	0.996855
0.323232	0.979882	0.979872	0.989821
0.333333	0.96896	0.968951	0.978802
0.343434	0.954137	0.954127	0.963842
0.353535	0.935471	0.935462	0.945001
0.363636	0.913039	0.91303	0.922354
0.373737	0.88693	0.886921	0.895994
0.383838	0.85725	0.857241	0.866025
0.393939	0.824118	0.82411	0.83257
0.40404	0.787668	0.78766	0.795762
0.414141	0.748046	0.748038	0.75575
0.424242	0.705412	0.705404	0.712694
0.434343	0.659937	0.65993	0.666769
0.444444	0.611805	0.611798	0.618159
0.454545	0.56121	0.561203	0.56706
0.464646	0.508354	0.508349	0.513677
0.474747	0.453452	0.453447	0.458227
0.484848	0.396724	0.396719	0.400931
0.494949	0.338398	0.338394	0.34202
0.505051	0.27871	0.278707	0.281733
0.515152	0.2179	0.217897	0.220311
0.525253	0.156212	0.15621	0.158001
0.535354	0.0938948	0.0938933	0.095056
0.545455	0.0311999	0.0311989	0.0317279
0.555556	-0.0316207	-0.0316211	-0.0317279
0.565657	-0.094314	-0.0943137	-0.095056
0.575758	-0.156628	-0.156627	-0.158001
0.585859	-0.21831	-0.218309	-0.220311
0.59596	-0.279114	-0.279112	-0.281733
0.606061	-0.338794	-0.338791	-0.34202
0.616162	-0.39711	-0.397106	-0.400931
0.626263	-0.453826	-0.453822	-0.458227
0.636364	-0.508716	-0.508711	-0.513677
0.646465	-0.561556	-0.561551	-0.56706
0.656566	-0.612136	-0.61213	-0.618159
0.666667	-0.660251	-0.660245	-0.666769
0.676768	-0.705707	-0.7057	-0.712694
0.686869	-0.748322	-0.748314	-0.75575
0.69697	-0.787923	-0.787915	-0.795762
0.707071	-0.824351	-0.824344	-0.83257
0.717172	-0.857461	-0.857452	-0.866025
0.727273	-0.887117	-0.887109	-0.895994
0.737374	-0.913202	-0.913193	-0.922354
0.747475	-0.935609	-0.9356	-0.945001
0.757576	-0.954249	-0.95424	-0.963842
0.767677	-0.969047	-0.969037	-0.978802
0.777778	-0.979942	-0.979932	-0.989821
0.787879	-0.986892	-0.986882	-0.996855
0.79798	-0.989868	-0.989858	-0.999874
0.808081	-0.988857	-0.988848	-0.998867
0.818182	-0.983866	-0.983856	-0.993838
0.828283	-0.974912	-0.974902	-0.984808
0.838384	-0.962033	-0.962023	-0.971812
0.848485	-0.94528	-0.94527	-0.954902
0.858586	-0.924721	-0.924711	-0.934148
0.868687	-0.900438	-0.900429	-0.909632
0.878788	-0.87253	-0.87252	-0.881453
0.888889	-0.841108	-0.841099	-0.849725
0.89899	-0.806299	-0.806291	-0.814576
0.909091	-0.768244	-0.768235	-0.776146
0.919192	-0.727095	-0.727087	-0.734592
0.929293	-0.683018	-0.683011	-0.690079
0.939394	-0.636191	-0.636184	-0.642788
0.949495	-0.586803	-0.586796	-0.592908
0.959596	-0.535051	-0.535045	-0.540641
0.969697	-0.481145	-0.48114	-0.486197
0.979798	-0.425302	-0.425297	-0.429795
0.989899	-0.367746	-0.367742	-0.371662
1	-0.30871	0	-0.312033
