0	0	0	0	-0.00210845
0.00671141	0.0401	0.0442604	0.0389298	0.0400499
0.0134228	0.0821348	0.0863344	0.0827302	0.082137
0.0201342	0.124073	0.128255	0.123765	0.124078
0.0268456	0.165792	0.169947	0.165963	0.165799
0.033557	0.207216	0.211338	0.207138	0.207224
0.0402685	0.248271	0.252352	0.248326	0.248281
0.0469799	0.288885	0.292918	0.288874	0.288897
0.0536913	0.328985	0.332963	0.329011	0.328999
0.0604027	0.368501	0.372416	0.36851	0.368517
0.0671141	0.407361	0.411207	0.407382	0.407379
0.0738255	0.445497	0.449267	0.445515	0.445516
0.0805369	0.482841	0.486528	0.482863	0.482862
0.0872483	0.519326	0.522924	0.519349	0.519349
0.0939597	0.554889	0.55839	0.554913	0.554913
0.100671	0.589464	0.592864	0.58949	0.58949
0.107383	0.622992	0.626283	0.623019	0.623019
0.114094	0.655411	0.658589	0.65544	0.65544
0.120805	0.686666	0.689724	0.686696	0.686696
0.127517	0.7167	0.719633	0.716731	0.716731
0.134228	0.745459	0.748262	0.745492	0.745492
0.14094	0.772893	0.775561	0.772927	0.772927
0.147651	0.798953	0.801481	0.798988	0.798988
0.154362	0.823592	0.825975	0.823628	0.823628
0.161074	0.846767	0.849002	0.846804	0.846804
0.167785	0.868436	0.870518	0.868475	0.868475
0.174497	0.888562	0.890488	0.888601	0.888601
0.181208	0.907108	0.908873	0.907148	0.907148
0.187919	0.92404	0.925643	0.924081	0.924081
0.194631	0.93933	0.940767	0.939372	0.939372
0.201342	0.95295	0.954219	0.952992	0.952992
0.208054	0.964875	0.965974	0.964918	0.964918
0.214765	0.975085	0.976011	0.975129	0.975129
0.221477	0.983562	0.984313	0.983605	0.983605
0.228188	0.990289	0.990865	0.990333	0.990333
0.234899	0.995256	0.995655	0.9953	0.9953
0.241611	0.998453	0.998676	0.998498	0.998498
0.248322	0.999876	0.99992	0.99992	0.99992
0.255034	0.99952	0.999387	0.999564	0.999564
0.261745	0.997387	0.997076	0.997432	0.997432
0.268456	0.993481	0.992993	0.993525	0.993525
0.275168	0.987809	0.987145	0.987853	0.987853
0.281879	0.98038	0.979541	0.980424	0.980424
0.288591	0.971208	0.970196	0.971251	0.971252
0.295302	0.96031	0.959126	0.960352	0.960352
0.302013	0.947704	0.94635	0.947746	0.947746
0.308725	0.933413	0.931892	0.933454	0.933454
0.315436	0.917462	0.915777	0.917503	0.917503
0.322148	0.89988	0.898034	0.899921	0.899921
0.328859	0.880699	0.878694	0.880738	0.880738
0.33557	0.859951	0.857792	0.85999	0.85999
0.342282	0.837675	0.835365	0.837712	0.837712
0.348993	0.813909	0.811453	0.813945	0.813945
0.355705	0.788696	0.786098	0.788731	0.788731
0.362416	0.762081	0.759345	0.762115	0.762115
0.369128	0.734111	0.731242	0.734144	0.734144
0.375839	0.704835	0.701839	0.704867	0.704867
0.38255	0.674307	0.671188	0.674337	0.674337
0.389262	0.642579	0.639344	0.642608	0.642608
0.395973	0.609709	0.606363	0.609737	0.609737
0.402685	0.575755	0.572303	0.575781	0.575781
0.409396	0.540778	0.537227	0.540802	0.540802
0.416107	0.504838	0.501195	0.504861	0.504861
0.422819	0.468002	0.464272	0.468023	0.468023
0.42953	0.430333	0.426524	0.430352	0.430353
0.436242	0.391899	0.388017	0.391917	0.391917
0.442953	0.352768	0.348821	0.352784	0.352784
0.449664	0.31301	0.309004	0.313025	0.313025
0.456376	0.272696	0.268638	0.272709	0.272709
0.463087	0.231897	0.227794	0.231907	0.231907
0.469799	0.190685	0.186545	0.190694	0.190694
0.47651	0.149134	0.144965	0.149142	0.149142
0.483221	0.107319	0.103126	0.107324	0.107324
0.489933	0.0653119	0.0611049	0.0653155	0.0653155
0.496644	0.0231892	0.0189747	0.0231909	0.0231909
0.503356	-0.0189747	-0.0231892	-0.0189749	-0.0189749
0.510067	-0.0611049	-0.0653119	-0.061107	-0.061107
0.516779	-0.103126	-0.107319	-0.10313	-0.10313
0.52349	-0.144965	-0.149134	-0.14497	-0.14497
0.530201	-0.186545	-0.190685	-0.186553	-0.186553
0.536913	-0.227794	-0.231897	-0.227803	-0.227803
0.543624	-0.268638	-0.272696	-0.268649	-0.268649
0.550336	-0.309004	-0.31301	-0.309017	-0.309017
0.557047	-0.348821	-0.352768	-0.348836	-0.348836
0.563758	-0.388017	-0.391899	-0.388034	-0.388034
0.57047	-0.426524	-0.430333	-0.426542	-0.426542
0.577181	-0.464272	-0.468002	-0.464292	-0.464292
0.583893	-0.501195	-0.504838	-0.501217	-0.501217
0.590604	-0.537227	-0.540777	-0.53725	-0.53725
0.597315	-0.572303	-0.575755	-0.572328	-0.572328
0.604027	-0.606363	-0.609709	-0.606389	-0.606389
0.610738	-0.639344	-0.642579	-0.639371	-0.639371
0.61745	-0.671188	-0.674307	-0.671217	-0.671217
0.624161	-0.701839	-0.704835	-0.701869	-0.701869
0.630872	-0.731242	-0.734111	-0.731274	-0.731274
0.637584	-0.759345	-0.762081	-0.759378	-0.759378
0.644295	-0.786098	-0.788696	-0.786132	-0.786132
0.651007	-0.811453	-0.813909	-0.811488	-0.811488
0.657718	-0.835365	-0.837675	-0.835402	-0.835402
0.66443	-0.857792	-0.859951	-0.85783	-0.85783
0.671141	-0.878695	-0.880699	-0.878733	-0.878733
0.677852	-0.898034	-0.89988	-0.898074	-0.898074
0.684564	-0.915777	-0.917462	-0.915818	-0.915818
0.691275	-0.931892	-0.933413	-0.931934	-0.931934
0.697987	-0.94635	-0.947704	-0.946392	-0.946392
0.704698	-0.959126	-0.96031	-0.959168	-0.959168
0.711409	-0.970196	-0.971208	-0.970239	-0.970239
0.718121	-0.979541	-0.98038	-0.979585	-0.979585
0.724832	-0.987145	-0.987809	-0.987189	-0.987189
0.731544	-0.992993	-0.993481	-0.993037	-0.993037
0.738255	-0.997076	-0.997387	-0.997121	-0.997121
0.744966	-0.999387	-0.99952	-0.999431	-0.999431
0.751678	-0.99992	-0.999876	-0.999964	-0.999964
0.758389	-0.998676	-0.998453	-0.99872	-0.99872
0.765101	-0.995655	-0.995256	-0.9957	-0.9957
0.771812	-0.990865	-0.990289	-0.990909	-0.990909
0.778523	-0.984313	-0.983562	-0.984357	-0.984357
0.785235	-0.976011	-0.975085	-0.976055	-0.976055
0.791946	-0.965974	-0.964875	-0.966017	-0.966017
0.798658	-0.954219	-0.95295	-0.954261	-0.954261
0.805369	-0.940767	-0.93933	-0.940809	-0.940809
0.812081	-0.925643	-0.92404	-0.925685	-0.925685
0.818792	-0.908873	-0.907107	-0.908914	-0.908914
0.825503	-0.890488	-0.888562	-0.890527	-0.890527
0.832215	-0.870519	-0.868436	-0.870557	-0.870558
0.838926	-0.849002	-0.846767	-0.84904	-0.84904
0.845638	-0.825975	-0.823592	-0.826012	-0.826012
0.852349	-0.801481	-0.798953	-0.801517	-0.801517
0.85906	-0.775561	-0.772893	-0.775596	-0.775596
0.865772	-0.748262	-0.745459	-0.748296	-0.748296
0.872483	-0.719633	-0.716699	-0.719665	-0.719665
0.879195	-0.689724	-0.686666	-0.689755	-0.689755
0.885906	-0.658589	-0.655411	-0.658619	-0.658619
0.892617	-0.626283	-0.622991	-0.626312	-0.626312
0.899329	-0.592864	-0.589464	-0.592891	-0.592891
0.90604	-0.55839	-0.554888	-0.558416	-0.558416
0.912752	-0.522924	-0.519326	-0.522948	-0.522948
0.919463	-0.486528	-0.482841	-0.48655	-0.48655
0.926174	-0.449267	-0.445497	-0.449288	-0.449288
0.932886	-0.411207	-0.407361	-0.411226	-0.411226
0.939597	-0.372416	-0.368501	-0.372433	-0.372433
0.946309	-0.332963	-0.328985	-0.332979	-0.332979
0.95302	-0.292918	-0.288885	-0.292932	-0.292932
0.959732	-0.252352	-0.248271	-0.252364	-0.252364
0.966443	-0.211338	-0.207216	-0.211348	-0.211348
0.973154	-0.169947	-0.165792	-0.169955	-0.169956
0.979866	-0.128255	-0.124073	-0.128258	-0.128261
0.986577	-0.0863344	-0.0821348	-0.0863119	-0.0863389
0.993289	-0.0442604	-0.040101	-0.0440244	-0.044263
1	-0.00210773	0	0	-0.00210845
